 kgrid  ValNew  Policy 
    0.85 -47.0173        0
 0.85003 -47.0145        0
 0.85006 -47.0118        0
 0.85009 -47.0091        0
 0.85012 -47.0064        0
 0.85015 -47.0036        0
 0.85018 -47.0009        0
 0.85021 -46.9982        0
 0.85024 -46.9955        0
 0.85027 -46.9927        0
  0.8503   -46.99        0
 0.85033 -46.9873        0
 0.85036 -46.9846        0
 0.85039 -46.9818        0
 0.85042 -46.9791        0
 0.85045 -46.9764        0
 0.85048 -46.9737        0
 0.85051 -46.9709        0
 0.85054 -46.9682        0
 0.85057 -46.9655        0
  0.8506 -46.9628        0
 0.85063 -46.9601        0
 0.85066 -46.9573        0
 0.85069 -46.9546        0
 0.85072 -46.9519        0
 0.85075 -46.9492        0
 0.85078 -46.9465        0
 0.85081 -46.9437        0
 0.85084  -46.941        0
 0.85087 -46.9383        0
  0.8509 -46.9356        0
 0.85093 -46.9329        0
 0.85096 -46.9302        0
 0.85099 -46.9274        0
 0.85102 -46.9247        0
 0.85105  -46.922        0
 0.85108 -46.9193        0
 0.85111 -46.9166        0
 0.85114 -46.9139        0
 0.85117 -46.9112        0
  0.8512 -46.9084        0
 0.85123 -46.9057        0
 0.85126  -46.903        0
 0.85129 -46.9003        0
 0.85132 -46.8976        0
 0.85135 -46.8949        0
 0.85138 -46.8922        0
 0.85141 -46.8895        0
 0.85144 -46.8867        0
 0.85147  -46.884        0
  0.8515 -46.8813        0
 0.85153 -46.8786        0
 0.85156 -46.8759        0
 0.85159 -46.8732        0
 0.85162 -46.8705        0
 0.85165 -46.8678        0
 0.85168 -46.8651        0
 0.85171 -46.8624        0
 0.85174 -46.8597        0
 0.85177  -46.857        0
  0.8518 -46.8543        0
 0.85183 -46.8516        0
 0.85186 -46.8488        0
 0.85189 -46.8461        0
 0.85192 -46.8434        0
 0.85195 -46.8407        0
 0.85198  -46.838        0
 0.85201 -46.8353        0
 0.85204 -46.8326        0
 0.85207 -46.8299        0
  0.8521 -46.8272        0
 0.85213 -46.8245        0
 0.85216 -46.8218        0
 0.85219 -46.8191        0
 0.85222 -46.8164        0
 0.85225 -46.8137        0
 0.85228  -46.811        0
 0.85231 -46.8083        0
 0.85234 -46.8056        0
 0.85237 -46.8029        0
  0.8524 -46.8002        0
 0.85243 -46.7975        0
 0.85246 -46.7948        0
 0.85249 -46.7921        0
 0.85252 -46.7895        0
 0.85255 -46.7868        0
 0.85258 -46.7841        0
 0.85261 -46.7814        0
 0.85264 -46.7787        0
 0.85267  -46.776        0
  0.8527 -46.7733        0
 0.85273 -46.7706        0
 0.85276 -46.7679        0
 0.85279 -46.7652        0
 0.85282 -46.7625        0
 0.85285 -46.7598        0
 0.85288 -46.7571        0
 0.85291 -46.7544        0
 0.85294 -46.7518        0
 0.85297 -46.7491        0
   0.853 -46.7464        0
 0.85303 -46.7437        0
 0.85306  -46.741        0
 0.85309 -46.7383        0
 0.85312 -46.7356        0
 0.85315 -46.7329        0
 0.85318 -46.7302        0
 0.85321 -46.7276        0
 0.85324 -46.7249        0
