 kgrid  ValNew  Policy 
    0.85 -31.6023 0.859288
0.850003  -31.602 0.859291
0.850006 -31.6018 0.859294
0.850009 -31.6015 0.859294
0.850012 -31.6012 0.859297
0.850015  -31.601   0.8593
0.850018 -31.6007 0.859303
0.850021 -31.6004 0.859303
0.850024 -31.6002 0.859306
0.850027 -31.5999 0.859309
 0.85003 -31.5997 0.859309
0.850033 -31.5994 0.859312
0.850036 -31.5991 0.859315
0.850039 -31.5989 0.859315
0.850042 -31.5986 0.859318
0.850045 -31.5983 0.859321
0.850048 -31.5981 0.859321
0.850051 -31.5978 0.859324
0.850054 -31.5975 0.859327
0.850057 -31.5973 0.859327
 0.85006  -31.597  0.85933
0.850063 -31.5967 0.859333
0.850066 -31.5965 0.859336
0.850069 -31.5962 0.859336
0.850072 -31.5959 0.859339
0.850075 -31.5957 0.859342
0.850078 -31.5954 0.859342
0.850081 -31.5951 0.859345
0.850084 -31.5949 0.859348
0.850087 -31.5946 0.859348
 0.85009 -31.5943 0.859351
0.850093 -31.5941 0.859354
0.850096 -31.5938 0.859354
0.850099 -31.5935 0.859357
0.850102 -31.5933  0.85936
0.850105  -31.593  0.85936
0.850108 -31.5927 0.859363
0.850111 -31.5925 0.859366
0.850114 -31.5922 0.859369
0.850117 -31.5919 0.859369
 0.85012 -31.5917 0.859372
0.850123 -31.5914 0.859375
0.850126 -31.5911 0.859375
0.850129 -31.5909 0.859378
0.850132 -31.5906 0.859381
0.850135 -31.5903 0.859381
0.850138 -31.5901 0.859384
0.850141 -31.5898 0.859387
0.850144 -31.5895  0.85939
0.850147 -31.5893  0.85939
 0.85015  -31.589 0.859393
0.850153 -31.5887 0.859396
0.850156 -31.5885 0.859396
0.850159 -31.5882 0.859399
0.850162 -31.5879 0.859402
0.850165 -31.5877 0.859402
0.850168 -31.5874 0.859405
0.850171 -31.5871 0.859408
0.850174 -31.5869 0.859408
0.850177 -31.5866 0.859411
 0.85018 -31.5863 0.859414
0.850183 -31.5861 0.859414
0.850186 -31.5858 0.859417
0.850189 -31.5855  0.85942
0.850192 -31.5853 0.859423
0.850195  -31.585 0.859423
0.850198 -31.5847 0.859426
0.850201 -31.5845 0.859429
0.850204 -31.5842 0.859429
0.850207 -31.5839 0.859432
 0.85021 -31.5837 0.859435
0.850213 -31.5834 0.859435
0.850216 -31.5831 0.859438
0.850219 -31.5829 0.859441
0.850222 -31.5826 0.859441
0.850225 -31.5824 0.859444
0.850228 -31.5821 0.859447
0.850231 -31.5818  0.85945
0.850234 -31.5816  0.85945
0.850237 -31.5813 0.859453
 0.85024  -31.581 0.859456
0.850243 -31.5808 0.859456
0.850246 -31.5805 0.859459
0.850249 -31.5802 0.859462
0.850252   -31.58 0.859462
0.850255 -31.5797 0.859465
0.850258 -31.5794 0.859468
0.850261 -31.5792 0.859468
0.850264 -31.5789 0.859471
0.850267 -31.5786 0.859474
 0.85027 -31.5784 0.859474
0.850273 -31.5781 0.859477
0.850276 -31.5778  0.85948
0.850279 -31.5776 0.859483
0.850282 -31.5773 0.859483
0.850285  -31.577 0.859486
0.850288 -31.5768 0.859489
0.850291 -31.5765 0.859489
0.850294 -31.5762 0.859492
0.850297  -31.576 0.859495
  0.8503 -31.5757 0.859495
0.850303 -31.5754 0.859498
0.850306 -31.5752 0.859501
0.850309 -31.5749 0.859501
0.850312 -31.5746 0.859504
0.850315 -31.5744 0.859507
0.850318 -31.5741 0.859507
0.850321 -31.5738  0.85951
0.850324 -31.5736 0.859513
0.850327 -31.5733 0.859516
 0.85033  -31.573 0.859516
0.850333 -31.5728 0.859519
0.850336 -31.5725 0.859522
0.850339 -31.5722 0.859522
0.850342  -31.572 0.859525
0.850345 -31.5717 0.859528
0.850348 -31.5714 0.859528
0.850351 -31.5712 0.859531
0.850354 -31.5709 0.859534
0.850357 -31.5707 0.859537
 0.85036 -31.5704 0.859537
0.850363 -31.5701  0.85954
0.850366 -31.5699 0.859543
0.850369 -31.5696 0.859543
0.850372 -31.5693 0.859546
0.850375 -31.5691 0.859549
0.850378 -31.5688 0.859549
0.850381 -31.5685 0.859552
0.850384 -31.5683 0.859555
0.850387  -31.568 0.859555
 0.85039 -31.5677 0.859558
0.850393 -31.5675 0.859561
0.850396 -31.5672 0.859561
0.850399 -31.5669 0.859564
0.850402 -31.5667 0.859567
0.850405 -31.5664  0.85957
0.850408 -31.5661  0.85957
0.850411 -31.5659 0.859573
0.850414 -31.5656 0.859576
0.850417 -31.5653 0.859576
 0.85042 -31.5651 0.859579
0.850423 -31.5648 0.859582
0.850426 -31.5645 0.859582
0.850429 -31.5643 0.859585
0.850432  -31.564 0.859588
0.850435 -31.5637 0.859588
0.850438 -31.5635 0.859591
0.850441 -31.5632 0.859594
0.850444 -31.5629 0.859597
0.850447 -31.5627 0.859597
 0.85045 -31.5624   0.8596
0.850453 -31.5621 0.859603
0.850456 -31.5619 0.859603
0.850459 -31.5616 0.859606
0.850462 -31.5614 0.859609
0.850465 -31.5611 0.859609
0.850468 -31.5608 0.859612
0.850471 -31.5606 0.859615
0.850474 -31.5603 0.859615
0.850477   -31.56 0.859618
 0.85048 -31.5598 0.859621
0.850483 -31.5595 0.859624
0.850486 -31.5592 0.859624
0.850489  -31.559 0.859627
0.850492 -31.5587  0.85963
0.850495 -31.5584  0.85963
0.850498 -31.5582 0.859633
0.850501 -31.5579 0.859636
0.850504 -31.5576 0.859636
0.850507 -31.5574 0.859639
 0.85051 -31.5571 0.859642
0.850513 -31.5568 0.859642
0.850516 -31.5566 0.859645
0.850519 -31.5563 0.859648
0.850522  -31.556 0.859648
0.850525 -31.5558 0.859651
0.850528 -31.5555 0.859654
0.850531 -31.5552 0.859657
0.850534  -31.555 0.859657
0.850537 -31.5547  0.85966
 0.85054 -31.5544 0.859663
0.850543 -31.5542 0.859663
0.850546 -31.5539 0.859666
0.850549 -31.5536 0.859669
0.850552 -31.5534 0.859669
0.850555 -31.5531 0.859672
0.850558 -31.5529 0.859675
