 kgrid  ValNew  Policy 
    0.85 -41.9451        0
 0.85003 -41.9421        0
 0.85006  -41.939        0
 0.85009 -41.9359        0
 0.85012 -41.9329        0
 0.85015 -41.9298        0
 0.85018 -41.9268        0
 0.85021 -41.9237        0
 0.85024 -41.9207        0
 0.85027 -41.9176        0
  0.8503 -41.9145        0
 0.85033 -41.9115        0
 0.85036 -41.9084        0
 0.85039 -41.9054        0
 0.85042 -41.9023        0
 0.85045 -41.8993        0
 0.85048 -41.8962        0
 0.85051 -41.8932        0
 0.85054 -41.8902        0
 0.85057 -41.8871        0
  0.8506 -41.8841        0
 0.85063  -41.881        0
 0.85066  -41.878        0
 0.85069  -41.875        0
 0.85072 -41.8719        0
 0.85075 -41.8689        0
 0.85078 -41.8658        0
 0.85081 -41.8628        0
 0.85084 -41.8598        0
 0.85087 -41.8568        0
  0.8509 -41.8537        0
 0.85093 -41.8507        0
 0.85096 -41.8477        0
 0.85099 -41.8446        0
 0.85102 -41.8416        0
 0.85105 -41.8386        0
 0.85108 -41.8356        0
 0.85111 -41.8326        0
 0.85114 -41.8295        0
 0.85117 -41.8265        0
  0.8512 -41.8235        0
 0.85123 -41.8205        0
 0.85126 -41.8175        0
 0.85129 -41.8145        0
 0.85132 -41.8115        0
 0.85135 -41.8084        0
 0.85138 -41.8054        0
 0.85141 -41.8024        0
 0.85144 -41.7994        0
 0.85147 -41.7964        0
  0.8515 -41.7934        0
 0.85153 -41.7904        0
 0.85156 -41.7874        0
 0.85159 -41.7844        0
 0.85162 -41.7814        0
 0.85165 -41.7784        0
 0.85168 -41.7754        0
 0.85171 -41.7724        0
 0.85174 -41.7694        0
 0.85177 -41.7664        0
  0.8518 -41.7634        0
 0.85183 -41.7605        0
 0.85186 -41.7575        0
 0.85189 -41.7545        0
 0.85192 -41.7515        0
 0.85195 -41.7485        0
 0.85198 -41.7455        0
 0.85201 -41.7425        0
 0.85204 -41.7396        0
 0.85207 -41.7366        0
  0.8521 -41.7336        0
 0.85213 -41.7306        0
 0.85216 -41.7276        0
 0.85219 -41.7247        0
 0.85222 -41.7217        0
 0.85225 -41.7187        0
 0.85228 -41.7158        0
 0.85231 -41.7128        0
 0.85234 -41.7098        0
 0.85237 -41.7068        0
  0.8524 -41.7039        0
 0.85243 -41.7009        0
 0.85246 -41.6979        0
 0.85249  -41.695        0
 0.85252  -41.692        0
 0.85255 -41.6891        0
 0.85258 -41.6861        0
 0.85261 -41.6831        0
 0.85264 -41.6802        0
 0.85267 -41.6772        0
  0.8527 -41.6743        0
 0.85273 -41.6713        0
 0.85276 -41.6684        0
 0.85279 -41.6654        0
 0.85282 -41.6625        0
 0.85285 -41.6595        0
 0.85288 -41.6566        0
 0.85291 -41.6536        0
 0.85294 -41.6507        0
 0.85297 -41.6477        0
   0.853 -41.6448        0
 0.85303 -41.6419        0
 0.85306 -41.6389        0
 0.85309  -41.636        0
 0.85312  -41.633        0
 0.85315 -41.6301        0
 0.85318 -41.6272        0
 0.85321 -41.6242        0
 0.85324 -41.6213        0
 0.85327 -41.6184        0
  0.8533 -41.6154        0
 0.85333 -41.6125        0
 0.85336 -41.6096        0
 0.85339 -41.6067        0
 0.85342 -41.6037        0
 0.85345 -41.6008        0
 0.85348 -41.5979        0
 0.85351  -41.595        0
 0.85354  -41.592        0
 0.85357 -41.5891        0
  0.8536 -41.5862        0
 0.85363 -41.5833        0
 0.85366 -41.5804        0
 0.85369 -41.5774        0
 0.85372 -41.5745        0
 0.85375 -41.5716        0
 0.85378 -41.5687        0
 0.85381 -41.5658        0
 0.85384 -41.5628        0
 0.85387 -41.5599        0
  0.8539  -41.557        0
 0.85393 -41.5541        0
 0.85396 -41.5512        0
 0.85399 -41.5483        0
 0.85402 -41.5454        0
 0.85405 -41.5424        0
 0.85408 -41.5395        0
 0.85411 -41.5366        0
 0.85414 -41.5337        0
 0.85417 -41.5308        0
  0.8542 -41.5279        0
 0.85423  -41.525        0
 0.85426 -41.5221        0
 0.85429 -41.5192        0
 0.85432 -41.5162        0
 0.85435 -41.5133        0
 0.85438 -41.5104        0
 0.85441 -41.5075        0
 0.85444 -41.5046        0
 0.85447 -41.5017        0
  0.8545 -41.4988        0
 0.85453 -41.4959        0
 0.85456  -41.493        0
 0.85459 -41.4901        0
 0.85462 -41.4872        0
 0.85465 -41.4843        0
 0.85468 -41.4814        0
 0.85471 -41.4785        0
 0.85474 -41.4756        0
 0.85477 -41.4727        0
  0.8548 -41.4698        0
 0.85483 -41.4669        0
 0.85486  -41.464        0
 0.85489 -41.4611        0
 0.85492 -41.4582        0
 0.85495 -41.4553        0
 0.85498 -41.4524        0
0.855011 -41.4495        0
0.855041 -41.4466        0
0.855071 -41.4437        0
0.855101 -41.4408        0
0.855131 -41.4379        0
0.855161  -41.435        0
0.855191 -41.4321        0
0.855221 -41.4292        0
0.855251 -41.4263        0
0.855281 -41.4234        0
0.855311 -41.4205        0
0.855341 -41.4176        0
0.855371 -41.4147        0
0.855401 -41.4119        0
0.855431  -41.409        0
0.855461 -41.4061        0
0.855491 -41.4032        0
0.855521 -41.4003        0
0.855551 -41.3974        0
0.855581 -41.3945        0
0.855611 -41.3916        0
0.855641 -41.3888        0
0.855671 -41.3859        0
0.855701  -41.383        0
0.855731 -41.3801        0
0.855761 -41.3772        0
0.855791 -41.3743        0
0.855821 -41.3714        0
0.855851 -41.3686        0
0.855881 -41.3657        0
0.855911 -41.3628        0
0.855941 -41.3599        0
0.855971  -41.357        0
0.856001 -41.3542        0
0.856031 -41.3513        0
0.856061 -41.3484        0
0.856091 -41.3455        0
0.856121 -41.3426        0
0.856151 -41.3398        0
0.856181 -41.3369        0
0.856211  -41.334        0
0.856241 -41.3311        0
0.856271 -41.3283        0
0.856301 -41.3254        0
0.856331 -41.3225        0
0.856361 -41.3196        0
0.856391 -41.3168        0
0.856421 -41.3139        0
0.856451  -41.311        0
0.856481 -41.3081        0
0.856511 -41.3053        0
0.856541 -41.3024        0
0.856571 -41.2995        0
0.856601 -41.2967        0
0.856631 -41.2938        0
0.856661 -41.2909        0
0.856691 -41.2881        0
0.856721 -41.2852        0
0.856751 -41.2823        0
0.856781 -41.2794        0
0.856811 -41.2766        0
0.856841 -41.2737        0
0.856871 -41.2708        0
0.856901  -41.268        0
0.856931 -41.2651        0
0.856961 -41.2623        0
0.856991 -41.2594        0
0.857021 -41.2565        0
0.857051 -41.2537        0
0.857081 -41.2508        0
0.857111 -41.2479        0
0.857141 -41.2451        0
0.857171 -41.2422        0
0.857201 -41.2394        0
0.857231 -41.2365        0
0.857261 -41.2336        0
0.857291 -41.2308        0
0.857321 -41.2279        0
0.857351 -41.2251        0
0.857381 -41.2222        0
0.857411 -41.2194        0
0.857441 -41.2165        0
0.857471 -41.2136        0
0.857501 -41.2108        0
0.857531 -41.2079        0
0.857561 -41.2051        0
0.857591 -41.2022        0
0.857621 -41.1994        0
0.857651 -41.1965        0
0.857681 -41.1937        0
0.857711 -41.1908        0
0.857741  -41.188        0
0.857771 -41.1851        0
0.857801 -41.1823        0
0.857831 -41.1794        0
0.857861 -41.1766        0
0.857891 -41.1737        0
0.857921 -41.1709        0
0.857951  -41.168        0
0.857981 -41.1652        0
0.858011 -41.1623        0
0.858041 -41.1595        0
0.858071 -41.1566        0
0.858101 -41.1538        0
0.858131  -41.151        0
0.858161 -41.1481        0
0.858191 -41.1453        0
0.858221 -41.1424        0
0.858251 -41.1396        0
0.858281 -41.1367        0
0.858311 -41.1339        0
0.858341 -41.1311        0
0.858371 -41.1282        0
0.858401 -41.1254        0
0.858431 -41.1225        0
0.858461 -41.1197        0
0.858491 -41.1169        0
0.858521  -41.114        0
0.858551 -41.1112        0
0.858581 -41.1083        0
0.858611 -41.1055        0
0.858641 -41.1027        0
0.858671 -41.0998        0
0.858701  -41.097        0
0.858731 -41.0942        0
0.858761 -41.0913        0
0.858791 -41.0885        0
0.858821 -41.0857        0
0.858851 -41.0828        0
0.858881   -41.08        0
0.858911 -41.0772        0
0.858941 -41.0743        0
0.858971 -41.0715        0
0.859001 -41.0687        0
0.859031 -41.0659        0
0.859061  -41.063        0
0.859091 -41.0602        0
0.859121 -41.0574        0
0.859151 -41.0545        0
0.859181 -41.0517        0
0.859211 -41.0489        0
0.859241 -41.0461        0
0.859271 -41.0432        0
0.859301 -41.0404        0
0.859331 -41.0376        0
0.859361 -41.0348        0
0.859391 -41.0319        0
0.859421 -41.0291        0
0.859451 -41.0263        0
0.859481 -41.0235        0
0.859511 -41.0207        0
0.859541 -41.0178        0
0.859571  -41.015        0
0.859601 -41.0122        0
0.859631 -41.0094        0
0.859661 -41.0066        0
0.859691 -41.0037        0
