 kgrid  ValNew  Policy 
    0.85 -43.7654        0
 0.85003 -43.7627        0
 0.85006   -43.76        0
 0.85009 -43.7573        0
 0.85012 -43.7546        0
 0.85015 -43.7518        0
 0.85018 -43.7491        0
 0.85021 -43.7464        0
 0.85024 -43.7437        0
 0.85027  -43.741        0
  0.8503 -43.7383        0
 0.85033 -43.7356        0
 0.85036 -43.7328        0
 0.85039 -43.7301        0
 0.85042 -43.7274        0
 0.85045 -43.7247        0
 0.85048  -43.722        0
 0.85051 -43.7193        0
 0.85054 -43.7166        0
 0.85057 -43.7139        0
  0.8506 -43.7111        0
 0.85063 -43.7084        0
 0.85066 -43.7057        0
 0.85069  -43.703        0
 0.85072 -43.7003        0
 0.85075 -43.6976        0
 0.85078 -43.6949        0
 0.85081 -43.6922        0
 0.85084 -43.6895        0
 0.85087 -43.6868        0
  0.8509 -43.6841        0
 0.85093 -43.6813        0
 0.85096 -43.6786        0
 0.85099 -43.6759        0
 0.85102 -43.6732        0
 0.85105 -43.6705        0
 0.85108 -43.6678        0
 0.85111 -43.6651        0
 0.85114 -43.6624        0
 0.85117 -43.6597        0
  0.8512  -43.657        0
 0.85123 -43.6543        0
 0.85126 -43.6516        0
 0.85129 -43.6489        0
 0.85132 -43.6462        0
 0.85135 -43.6435        0
 0.85138 -43.6408        0
 0.85141 -43.6381        0
 0.85144 -43.6354        0
 0.85147 -43.6327        0
  0.8515   -43.63        0
 0.85153 -43.6273        0
 0.85156 -43.6246        0
 0.85159 -43.6219        0
 0.85162 -43.6192        0
 0.85165 -43.6165        0
 0.85168 -43.6138        0
 0.85171 -43.6111        0
 0.85174 -43.6084        0
 0.85177 -43.6057        0
  0.8518  -43.603        0
 0.85183 -43.6003        0
 0.85186 -43.5976        0
 0.85189  -43.595        0
 0.85192 -43.5923        0
 0.85195 -43.5896        0
 0.85198 -43.5869        0
 0.85201 -43.5842        0
 0.85204 -43.5815        0
 0.85207 -43.5788        0
  0.8521 -43.5761        0
 0.85213 -43.5734        0
 0.85216 -43.5707        0
 0.85219  -43.568        0
 0.85222 -43.5653        0
 0.85225 -43.5627        0
 0.85228   -43.56        0
 0.85231 -43.5573        0
 0.85234 -43.5546        0
 0.85237 -43.5519        0
  0.8524 -43.5492        0
 0.85243 -43.5465        0
 0.85246 -43.5438        0
 0.85249 -43.5412        0
 0.85252 -43.5385        0
 0.85255 -43.5358        0
 0.85258 -43.5331        0
 0.85261 -43.5304        0
 0.85264 -43.5277        0
 0.85267 -43.5251        0
  0.8527 -43.5224        0
 0.85273 -43.5197        0
 0.85276  -43.517        0
 0.85279 -43.5143        0
 0.85282 -43.5116        0
 0.85285  -43.509        0
 0.85288 -43.5063        0
 0.85291 -43.5036        0
 0.85294 -43.5009        0
 0.85297 -43.4982        0
   0.853 -43.4956        0
 0.85303 -43.4929        0
 0.85306 -43.4902        0
 0.85309 -43.4875        0
 0.85312 -43.4849        0
 0.85315 -43.4822        0
 0.85318 -43.4795        0
 0.85321 -43.4768        0
 0.85324 -43.4742        0
 0.85327 -43.4715        0
  0.8533 -43.4688        0
 0.85333 -43.4661        0
 0.85336 -43.4635        0
 0.85339 -43.4608        0
 0.85342 -43.4581        0
 0.85345 -43.4554        0
 0.85348 -43.4528        0
 0.85351 -43.4501        0
 0.85354 -43.4474        0
 0.85357 -43.4447        0
  0.8536 -43.4421        0
 0.85363 -43.4394        0
 0.85366 -43.4367        0
 0.85369 -43.4341        0
 0.85372 -43.4314        0
 0.85375 -43.4287        0
 0.85378 -43.4261        0
 0.85381 -43.4234        0
 0.85384 -43.4207        0
 0.85387 -43.4181        0
  0.8539 -43.4154        0
 0.85393 -43.4127        0
 0.85396 -43.4101        0
 0.85399 -43.4074        0
 0.85402 -43.4047        0
 0.85405 -43.4021        0
 0.85408 -43.3994        0
 0.85411 -43.3967        0
 0.85414 -43.3941        0
 0.85417 -43.3914        0
  0.8542 -43.3887        0
 0.85423 -43.3861        0
 0.85426 -43.3834        0
 0.85429 -43.3808        0
 0.85432 -43.3781        0
 0.85435 -43.3754        0
 0.85438 -43.3728        0
 0.85441 -43.3701        0
 0.85444 -43.3674        0
 0.85447 -43.3648        0
  0.8545 -43.3621        0
 0.85453 -43.3595        0
 0.85456 -43.3568        0
 0.85459 -43.3542        0
 0.85462 -43.3515        0
