 kgrid  ValNew  Policy 
    0.85 -46.7333        0
 0.85003 -46.7309        0
 0.85006 -46.7284        0
 0.85009  -46.726        0
 0.85012 -46.7236        0
 0.85015 -46.7212        0
 0.85018 -46.7188        0
 0.85021 -46.7164        0
 0.85024  -46.714        0
 0.85027 -46.7116        0
  0.8503 -46.7092        0
 0.85033 -46.7068        0
 0.85036 -46.7044        0
 0.85039  -46.702        0
 0.85042 -46.6996        0
 0.85045 -46.6972        0
 0.85048 -46.6948        0
 0.85051 -46.6924        0
 0.85054   -46.69        0
 0.85057 -46.6876        0
  0.8506 -46.6852        0
 0.85063 -46.6828        0
 0.85066 -46.6804        0
 0.85069  -46.678        0
 0.85072 -46.6756        0
 0.85075 -46.6732        0
 0.85078 -46.6708        0
 0.85081 -46.6684        0
 0.85084  -46.666        0
 0.85087 -46.6636        0
  0.8509 -46.6612        0
 0.85093 -46.6588        0
 0.85096 -46.6564        0
 0.85099  -46.654        0
 0.85102 -46.6516        0
 0.85105 -46.6492        0
 0.85108 -46.6468        0
 0.85111 -46.6444        0
 0.85114  -46.642        0
 0.85117 -46.6396        0
  0.8512 -46.6373        0
 0.85123 -46.6349        0
 0.85126 -46.6325        0
 0.85129 -46.6301        0
 0.85132 -46.6277        0
 0.85135 -46.6253        0
 0.85138 -46.6229        0
 0.85141 -46.6205        0
 0.85144 -46.6181        0
 0.85147 -46.6157        0
  0.8515 -46.6133        0
 0.85153 -46.6109        0
 0.85156 -46.6085        0
 0.85159 -46.6061        0
 0.85162 -46.6037        0
 0.85165 -46.6013        0
 0.85168 -46.5989        0
 0.85171 -46.5966        0
 0.85174 -46.5942        0
 0.85177 -46.5918        0
  0.8518 -46.5894        0
 0.85183  -46.587        0
 0.85186 -46.5846        0
 0.85189 -46.5822        0
 0.85192 -46.5798        0
 0.85195 -46.5774        0
 0.85198  -46.575        0
 0.85201 -46.5726        0
 0.85204 -46.5703        0
 0.85207 -46.5679        0
  0.8521 -46.5655        0
 0.85213 -46.5631        0
 0.85216 -46.5607        0
